stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,24.52,0,0,0,0,12.26,61.3,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,2.14,0,0,0,0,0,0,0,0,0,1.07,5.35,3.21,5.35,0,0,0,0,3.21,5.35,0,0,0,0,0,1.07,0,0,0,0,0
21Day,1.34,4.02,0,22.76,0,2.68,0,0,0,1.34,0,2.68,0,4.02,0,2.68,6.69,4.02,9.37,0,0,0,0,0,2.68,0,0,5.35,0,0,2.68,1.34,1.34,1.34,0,0
3Month,0.64,5.12,2.24,55.67,0.32,0,0.96,1.92,9.28,21.12,0.32,37.43,16.96,1.28,36.79,4.8,17.6,32.31,17.28,2.24,0.32,5.12,1.92,1.28,0.64,1.92,0.32,0,1.6,13.76,0.32,0.32,0,7.68,6.72,24.96
22Month,0,8.2,6.56,14.76,0,0,0.55,0,7.11,30.07,6.56,53.03,6.56,2.19,44.83,1.64,4.92,30.07,5.47,0,0.55,1.64,0,0,0,1.09,0,0,0,2.73,2.73,0.55,0,1.09,0,6.56
