stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.63,0,0,5.35,2.14,0,0,0,0,0,0,0,3.21,9.63,1.07,7.49,0,0,0,1.07,37.44,5.35,1.07,0,0,4.28,0,1.07,1.07,0,3.21,0,0,0
21Day,161.96,0,0,16.06,9.37,5.35,0,0,2.68,0,6.69,0,1.34,8.03,1.34,22.76,0,0,0,0,38.82,2.68,0,0,0,9.37,10.71,0,1.34,0,0,0,0,0
3Month,21.12,1.28,0,12.48,8.64,0,0.64,1.6,10.56,3.2,0.32,2.88,1.92,15.68,2.88,6.72,1.28,0,4.48,5.76,2.24,0.32,3.52,0.32,0,2.56,1.28,24.96,0,0,0,0.32,8.32,2.88
22Month,7.65,2.19,1.64,3.28,4.92,0,0.55,4.37,39.36,1.09,1.64,6.01,0.55,4.92,2.73,5.47,0,0.55,1.09,0,1.64,0,5.47,0,0.55,0,0,30.07,1.09,1.64,0.55,0,0,0
