stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1099.24,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,12.26,0,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,270.66,1.07,0,0,0,0,0,0,0,0,0,103.77,26.74,6.42,5.35,0,7.49,0,0,11.77,9.63,0,0,6.42,0,0,1.07,0,0,0,0
21Day,0,4.02,1.34,5.35,1.34,0,4.02,0,0,0,0,0,0,0,1.34,0,0,56.22,0,0,4.02,0,4.02,5.35,0,2.68,0,5.35,0,0,0,0,0,1.34
3Month,0.96,21.76,0.32,6.72,0,0.96,0.32,0.96,7.04,0,8,2.56,0.32,2.88,1.6,3.84,5.12,183.97,5.12,0,3.84,1.92,2.24,0.96,0.96,5.44,0.32,1.28,4.48,0,0.32,1.28,3.84,0.64
22Month,0,46.47,0.55,4.92,0,0.55,0.55,0.55,9.29,1.09,29.52,6.01,2.19,4.37,0,0.55,6.01,174.38,0.55,1.09,6.01,0,0.55,0,0,4.37,0.55,0.55,10.39,0,0,0,0,1.64
