stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,518.97,4.09,0,53.12,16.35,0,0,0,0,0,0,0,0,0,0,0,36.78,8.17,4.09,0,0,0,0,20.43,73.56,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,41.72,4.28,0,34.23,143.35,20.33,0,0,0,0,0,0,0,0,0,11.77,135.86,1.07,41.72,0,1.07,2.14,3.21,2572.85,88.79,5.35,2.14,38.51,2.14,0,0,27.81,2.14,7.49,1.07,0,0,0
21Day,22.76,2.68,1.34,48.19,64.25,24.09,0,8.03,0,0,0,1.34,0,8.03,12.05,12.05,165.98,4.02,54.88,0,1.34,5.35,0,724.15,20.08,5.35,2.68,20.08,26.77,0,4.02,13.39,16.06,45.51,1.34,0,0,6.69
3Month,3.52,6.72,0.32,70.71,23.04,0,0.96,0.96,8,5.12,0,16.96,4.16,0,6.72,38.71,7.68,3.2,6.4,0.96,0.32,1.28,4.48,19.52,1.6,7.36,1.28,0.32,2.56,0.32,246.36,0.96,0,0,0.32,0.96,325.39,6.08
22Month,0,10.93,1.09,11.48,7.11,0,1.09,0,0.55,14.76,9.84,41.55,4.37,0.55,5.47,5.47,3.28,3.83,9.29,0.55,1.64,3.28,0,26.24,1.64,8.2,3.28,0,0.55,0,49.75,6.56,3.83,0,0,0,3.83,0
