stage,Cardiomyocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,4.09,0,0,0,16.35,0,0,0,0,0,0,0
72hpf,2.14,0,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,9.63,1.07,0,0,2.14,3.21,2.14,0,0,1.07,0,0,0
21Day,1.34,5.35,0,0,1.34,0,0,0,0,1.34,0,13.39,0,0,5.35,1.34,0,0,0,1.34,0,1.34,0,0,0,0,0,1.34
3Month,0,4.8,0.32,0.32,0,0,0.64,0.64,0,1.28,2.24,0.64,1.28,0.32,0.96,3.52,0.64,0.32,0.32,0,0,0,0.32,0.96,0,0.32,0.32,10.56
22Month,0,2.19,0,0,0,0.55,0,1.64,0,3.83,0.55,0,0,0,0.55,2.19,0.55,0,0,0,0,0,0,0,0,0,0,6.01
