stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,36.78,4.09,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,8.17,4.09,0,0,0,0,20.43,61.3,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,1.07,3.21,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,5.35,0,6.42,0,0,0,0,96.28,11.77,1.07,1.07,3.21,0,0,1.07,1.07,0,0,0,0
21Day,13.39,1.34,22.76,0,0,0,2.68,2.68,0,0,0,1.34,0,0,2.68,1.34,6.69,2.68,10.71,0,0,5.35,0,22.76,8.03,0,0,0,1.34,0,1.34,0,1.34,0,0,0
3Month,0,1.28,42.87,0,0,0.96,0.32,32.63,7.68,1.28,0,31.67,2.56,1.28,23.36,1.6,3.52,3.2,8.64,2.88,0.32,6.72,0.64,3.2,0.32,10.88,0.32,0.64,1.6,7.68,0.32,0,0,5.76,121.9,4.8
22Month,0.55,1.09,19.13,0,0,0,0,13.12,8.75,1.09,0,90.2,0,1.09,16.95,0.55,0,3.83,8.2,0,1.64,2.73,0,0.55,1.09,15.85,0.55,0,0,4.92,2.73,0,0,0.55,0.55,2.19
