stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,0,0,57.21,0,0,4.09,0,0,0,0,0,0,0,8.17,8.17,0,49.04,0,0,0,8.17,12.26,65.38,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,25.67,9.63,0,9.63,3.21,0,0,0,0,0,0,0,1.07,0,2.14,36.37,1.07,53.49,0,0,1.07,6.42,67.4,10.7,0,0,21.4,0,0,3.21,1.07,1.07,3.21,0,0,0
21Day,41.49,17.4,1.34,24.09,4.02,5.35,1.34,0,0,0,0,0,2.68,0,0,25.43,1.34,105.74,0,0,8.03,2.68,29.45,6.69,1.34,1.34,18.74,2.68,1.34,2.68,1.34,0,2.68,0,0,0
3Month,0.32,8.32,0,5.76,0,0,0.32,0.32,0.32,0,2.88,1.28,0.32,1.28,0.96,3.2,0,5.12,1.6,0,1.6,0.96,1.28,0.32,0.32,0,0,0,2.56,0.32,0,0,0,0,10.24,0.32
22Month,0,26.79,0,6.01,0,0,0,0,0,1.09,7.11,0.55,0,1.09,1.64,0.55,0.55,2.19,0,0.55,2.19,0,1.09,0,0,0,0,0,3.83,0,0,0,0,0.55,0,0
