stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,36.78,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,20.43,16.35,0,0,0,0,4.09,53.12,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,5.35,0,19.26,2.14,13.91,0,1.07,0,0,0,0,0,2.14,0,3.21,78.09,3.21,23.54,0,0,1.07,0,49.21,36.37,0,1.07,0,20.33,0,0,3.21,9.63,0,1.07,1.07,0,0,0
21Day,5.35,5.35,1.34,148.58,0,12.05,0,10.71,0,1.34,0,6.69,2.68,25.43,1.34,12.05,61.57,29.45,42.83,0,0,9.37,1.34,26.77,10.71,0,1.34,0,16.06,2.68,0,0,6.69,0,1.34,2.68,0,0,13.39
3Month,3.52,42.23,9.92,456.25,4.48,0,7.68,4.8,59.19,138.22,0.96,362.18,134.7,24.32,204.77,37.11,139.18,145.26,137.26,25.6,0.32,28.8,16,9.92,2.24,24.64,6.4,0,7.36,13.12,0.64,116.78,2.88,0,0,3.52,54.07,100.78,212.77
22Month,1.09,68.88,15.31,138.85,0.55,0,6.56,6.01,25.15,143.22,33.89,605.15,57.95,48.65,149.78,10.93,26.24,162.9,124.09,1.09,8.2,23.51,1.09,13.12,1.64,30.07,10.93,2.73,3.28,3.83,0,48.65,10.39,2.19,0,0,14.21,0.55,87.46
