stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,0,0,8.17,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,12.26,8.17,16.35,0,0,0,0,4.09,89.9,0,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,8.56,0,6.42,0,1.07,0,0,29.95,19.26,0,0,0,5.35,0,0,3.21,0,1.07,0,0,0
21Day,0,0,0,6.69,0,1.34,0,1.34,0,0,0,0,1.34,0,2.68,2.68,2.68,2.68,2.68,17.4,0,0,1.34,0,10.71,4.02,0,0,0,4.02,5.35,0,1.34,0,1.34,0,0,1.34
3Month,0,2.56,1.92,28.48,0,0,0.64,2.56,4.16,7.36,0,0,76.47,13.12,0.64,22.4,2.56,14.72,7.36,19.84,5.44,0,2.24,2.56,2.24,0.32,1.92,0.32,0,1.6,3.2,12.8,0.96,0,0.64,1.6,1.28,12.16
22Month,0,0,0.55,11.48,0.55,0,1.09,0.55,1.64,10.93,2.73,0,73.8,9.84,4.37,12.57,1.64,1.64,11.48,9.84,0,0.55,3.83,0,0,0,0.55,1.09,0.55,1.09,0,3.83,1.09,0.55,0,0,0,3.28
