stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,5.35,0,0,0,0,12.84,6.42,0,0,889,0,0,23.54,0,0,0,0,0,0
21Day,4.02,2.68,0,4.02,0,6.69,0,0,0,0,1.34,0,0,1.34,1.34,0,2.68,0,64.25,0,0,20.08,0,13.39,6.69,0,4.02,816.51,2.68,0,18.74,0,10.71,8.03,0,0,4.02
3Month,0.32,3.52,0.96,47.99,0.64,0,0.64,0.96,0.64,8.32,32.31,53.43,25.28,1.92,30.4,3.2,16.64,22.08,851.07,226.52,0,904.82,10.56,2.56,0.96,3.52,11.2,4784.2,3.52,21.44,6.08,0,0,7.36,6.4,7.04,9.6
22Month,0.55,10.93,1.64,8.2,1.09,0,3.28,0,0,0.55,8.75,59.04,10.93,1.64,9.29,0,0.55,5.47,49.75,2.73,1.64,203.9,0.55,3.28,0.55,0.55,15.31,2294.31,0,8.75,0.55,0.55,0,7.11,51.93,0,3.83
