stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,16.35,4.09,4.09,0,0,0,0,0,0,0,0,0,0,4.09,4.09,20.43,0,0,0,65.38,1033.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,71.68,4.28,0,29.95,3.21,57.77,0,2.14,0,1.07,0,0,0,4.28,0,16.05,90.93,12.84,88.79,0,1.07,4.28,7919.66,845.14,1.07,0,0,103.77,2.14,0,106.98,2.14,6.42,6.42,0,0,0
21Day,41.49,6.69,4.02,61.57,2.68,81.65,0,12.05,2.68,4.02,0,12.05,2.68,18.74,6.69,9.37,37.48,9.37,62.91,0,6.69,1.34,3746.55,404.24,2.68,5.35,0,42.83,69.6,6.69,48.19,6.69,21.42,9.37,0,0,17.4
3Month,0,0.64,0.64,5.44,0,0,0.32,0,0,0.32,0,3.2,1.28,0,1.28,0,1.92,0.32,0.64,0,0,0.32,8.32,3.84,0,0.32,0,0,0.32,57.27,1.92,0,0,1.6,0.32,21.76,1.28
22Month,0.55,0,0,3.83,0,0,0,0,0,0.55,0.55,18.59,0.55,0,2.19,0,0,0.55,1.64,0.55,0,0,18.04,1.64,0,0,0.55,0,0,33.89,1.64,0,0,0.55,0,0,0.55
