stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,53.12,0,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,16.35,12.26,0,0,0,0,24.52,167.54,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,31.02,0,0,0,1.07,4.28,0,0,0,0,0,0,0,0,0,0,7.49,4.28,0,9.63,0,2.14,0,0,12.84,14.98,0,0,11.77,0,1.07,7.49,0,2.14,0,0,0
21Day,40.16,1.34,1.34,12.05,1.34,1.34,0,1.34,0,2.68,0,0,1.34,0,5.35,1.34,0,6.69,4.02,38.82,0,0,9.37,0,14.72,12.05,0,0,8.03,4.02,0,1.34,2.68,1.34,0,0,4.02
3Month,0,0.96,0.32,5.44,0,0,0.32,0.32,1.28,4.48,0,0,53.43,4.8,0.32,2.24,0.96,1.92,8,6.4,0.96,0,0.32,0.32,0.32,0,0.32,0.32,0.64,1.6,3.84,0.32,0,0.32,1.28,0.32,7.68
22Month,0,2.19,0,3.28,0,0,0,0,0.55,5.47,1.09,0,34.99,1.09,1.09,1.64,0,0.55,4.92,6.56,0.55,1.64,0,0,0.55,0,1.09,1.09,0,0,0,0,0,0.55,1.09,0,2.19
