stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,16.35,0,0,0,0,0,0,0,4.09,0,0,0,0,24.52,4.09,4.09,16.35,0,0,0,8.17,4.09,437.25,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,14.98,6.42,0,0,0,0,0,0,0,0,0,0,0,6.42,11.77,0,3.21,0,0,0,3.21,24.61,34.23,2.14,0,0,11.77,0,0,38.51,0,1.07,0,0,0
21Day,0,0,0,8.03,9.37,2.68,0,1.34,0,0,0,0,0,0,0,1.34,2.68,2.68,1.34,5.35,0,0,1.34,0,9.37,9.37,1.34,0,0,2.68,4.02,1.34,13.39,0,2.68,0,0,0
3Month,0,1.6,1.6,115.82,4.48,0,1.28,0,1.92,5.44,0,0,31.04,5.12,0.96,4.16,23.68,5.76,5.44,6.4,0.96,0.64,0.96,11.2,13.76,1.28,9.92,1.6,0,0.32,1.6,176.93,0.64,0.32,2.56,2.24,1093.59,5.44
22Month,0,0.55,0.55,55.76,1.09,0,0.55,0,0,1.09,1.09,0,43.73,0.55,0,2.73,1.64,0,0.55,6.56,0,1.64,0,2.19,1.09,0.55,5.47,0,0.55,0,0.55,48.11,0.55,0,0,0,3.83,0.55
