stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,57.21,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,21.4,49.21,0,33.16,0,7.49,0,0,0,0,0,0,0,3.21,0,3.21,9.63,0,283.49,0,0,0,0,404.38,22.47,1.07,0,0,70.61,0,0,2.14,0,0,0,0,0,0
21Day,26.77,46.85,0,116.45,1.34,10.71,0,4.02,0,0,1.34,0,1.34,2.68,2.68,1.34,22.76,4.02,262.35,0,0,2.68,0,278.41,22.76,0,5.35,0,14.72,17.4,9.37,4.02,2.68,8.03,1.34,1.34,0,5.35
3Month,1.28,28.48,0,237.72,0,0,0.96,0,0.32,2.24,5.44,22.72,7.68,0.32,8,4.16,107.5,5.44,42.55,22.4,0,11.84,0.64,2.24,0.32,0.96,0.64,0,0.96,3.2,27.52,0.32,0,0,0,69.75,181.09,3.84
22Month,0,4.37,1.09,106.05,0,0,0.55,0.55,0,0.55,6.56,57.4,1.64,2.73,7.11,2.19,23.51,7.11,29.52,4.92,3.28,0.55,0,0,0.55,3.83,1.09,19.68,0,1.64,79.26,1.64,1.64,0,0,8.75,2.19,1.64
