stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,20.43,0,0,0,0,4.09,53.12,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,1.07,0,4.28,8.56,5.35,0,0,0,0,0,0,0,0,1.07,0,2.14,13.91,10.7,42.79,0,0,1.07,0,239.63,37.44,3.21,5.35,29.95,0,0,3.21,6.42,0,0,0
21Day,2.68,0,4.02,14.72,5.35,6.69,0,0,0,0,0,0,0,0,0,0,0,5.35,28.11,58.9,0,0,12.05,0,85.67,5.35,1.34,1.34,17.4,4.02,0,2.68,2.68,0,0,0
3Month,1.92,5.76,0.64,16.32,1.6,0,0.32,0.32,0.32,5.12,5.76,0.32,16.32,4.48,0,8.32,1.28,3.2,142.06,72.31,9.6,0,9.28,1.28,10.24,1.28,23.68,0.96,0,2.24,56.95,0.64,0,2.24,68.79,3.84
22Month,1.64,13.12,3.83,15.31,1.09,0,1.64,1.09,0,9.29,10.93,4.92,58.49,2.73,1.09,11.48,1.64,4.37,82,97.85,1.64,3.28,7.11,0.55,16.4,0.55,26.79,9.84,0.55,0,56.85,0.55,0,0.55,0.55,4.92
