stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,5.35,0,0,1.07,0,2.14,2.14,0,0,0,8.56,0,0,0,0,0,0,0,0
21Day,0,0,0,6.69,0,1.34,0,0,0,0,159.29,0,0,2.68,0,0,5.35,1.34,52.2,0,0,2.68,0,0,2.68,0,0,0,10.71,0,0,0,2.68,0,0,0,1.34
3Month,1.6,0.64,1.28,29.12,0,0,0,0,0.32,3.52,205.73,14.08,3.52,0.64,5.12,0.32,32.95,1.92,18.88,2.56,0,3.84,0,1.28,0,0.32,0.64,0,0.32,1.92,5.12,0.32,0.32,0.32,1.28,2.88,1.28
22Month,1.09,9.29,3.83,39.36,1.09,0,0.55,0.55,9.29,14.21,4242.04,90.74,12.57,1.64,20.23,8.75,2.73,22.41,21.32,0.55,3.83,3.28,0.55,2.73,0,4.92,1.64,12.03,1.64,0,0.55,2.19,4.92,0.55,1.09,0,3.28
