stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,40.86,0,0,0,0,0,0,0,220.67,0,0,4.09,0,8.17,0,4.09,0,0,0,0,0,4.09,57.21,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,39.58,0,1.07,0,0,0,0,0,0,0,0,1.07,0,32.09,17.12,0,5.35,0,0,0,0,5.35,4.28,1.07,0,4.28,1.07,0,1.07,0,0,0,0,0
21Day,0,0,2.68,77.63,0,1.34,0,2.68,4.02,1.34,0,0,0,0,0,10.71,12.05,12.05,1.34,2.68,0,0,0,0,1.34,1.34,2.68,0,0,2.68,0,0,2.68,0,0,0,0
3Month,0.32,1.28,24.96,254.68,0.32,0,1.6,0.32,56.63,24.32,0,0,25.92,9.28,1.92,349.06,19.84,41.27,23.04,5.76,1.28,0.32,4.16,1.92,0.96,0,21.44,0,0.64,6.72,18.88,0.32,0,0.32,2.24,4.8,4.8
22Month,0,0,24.6,53.03,0,0,0,0.55,31.71,25.15,1.64,0,39.91,1.64,3.28,177.12,1.09,12.03,3.83,1.09,0,2.19,10.93,0,1.09,0,10.93,4.92,0,1.09,4.37,0,0,0,0,0,0
