stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,24.52,0,0,0,0,8.17,163.46,0,0,0,0,0,0,0,0,0,0
72hpf,8.56,6.42,0,6.42,4.28,2.14,0,0,0,0,0,0,0,0,0,0,3.21,14.98,1.07,33.16,0,0,3.21,0,14.98,60.98,0,0,28.88,1.07,0,11.77,6.42,0,0,0
21Day,6.69,1.34,0,16.06,0,4.02,0,0,0,0,0,0,1.34,0,2.68,0,1.34,4.02,5.35,36.14,0,0,5.35,0,6.69,13.39,0,2.68,14.72,2.68,1.34,4.02,1.34,0,0,0
3Month,3.2,45.75,5.12,180.45,1.92,0,4.48,2.24,2.88,14.72,16.96,0.64,416.57,10.88,1.6,55.99,15.36,82.23,23.04,129.9,21.12,1.92,16.32,19.52,3.2,3.2,10.24,5.44,4.8,8.96,20.8,6.08,2.88,48.31,6.08,16.96
22Month,0.55,58.49,1.64,42.64,0,0,3.28,0,1.09,2.19,14.21,16.95,516.59,7.11,2.19,29.52,6.01,6.56,9.29,94.02,0.55,16.4,6.01,1.09,2.73,0.55,8.75,2.19,1.09,0,2.19,3.83,1.09,8.75,0,4.92
