stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,12.26,4.09,4.09,927.61,24.52,0,0,0,8.17,956.22,200.23,0,0,0,4.09,0,0,0,0,0,102.16,0,0,0
72hpf,2.14,13.91,0,7.49,1.07,8.56,0,0,0,16.05,0,0,0,0,2.14,1.07,13.91,58.84,7.49,0,0,0,13.91,457.87,16.05,0,2.14,0,144.42,0,0,0,1.07,0,173.31,0,0,0
21Day,5.35,8.03,10.71,13.39,0,5.35,0,0,1.34,49.53,0,0,1.34,2.68,41.49,0,6.69,108.42,16.06,1.34,0,1.34,2.68,152.59,9.37,0,0,0,72.28,2.68,0,0,0,0,16.06,0,0,2.68
3Month,1.6,14.08,54.71,35.19,0.32,0,6.4,0,12.48,822.91,0.64,116.78,332.43,1.28,633.18,13.12,14.08,416.57,18.56,3.2,0.32,3.84,68.47,19.84,0,3.84,2.24,0,6.4,10.56,0.96,8,0.64,0.32,2.56,5.44,7.36,13.76
22Month,2.73,16.95,41.55,25.15,0.55,0,23.51,0.55,16.95,2857.91,7.11,122.45,180.4,2.73,805.22,2.19,3.28,1039.74,16.95,0,8.2,1.64,6.56,12.03,1.09,5.47,6.01,7.11,1.64,2.73,0,3.28,8.2,2.73,0.55,1.64,0.55,5.47
