stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,65.38,12.26,0,0,0,0,0,16.35,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,8.56,0,3.21,0,0,0,0,2.14,0,0,0,0,0,11.77,20.33,7.49,7.49,0,2.14,0,2.14,2.14,4.28,0,0,14.98,0,0,0,1.07,2.14,0,0,0
21Day,2.68,1.34,5.35,28.11,8.03,0,1.34,0,2.68,0,36.14,1.34,12.05,22.76,1.34,5.35,10.71,14.72,0,0,0,1.34,10.71,1.34,0,0,13.39,4.02,0,0,4.02,2.68,0,0,8.03
3Month,0,6.08,1.6,15.04,0,0,0.64,2.24,9.28,0,115.82,10.56,0.32,57.91,1.6,8.96,7.36,2.56,0.64,0,1.6,5.44,0.32,0.32,1.28,0.32,0,3.52,0.32,3.52,0.32,0,1.6,1.6,3.52
22Month,0,5.47,2.19,4.92,0,1.09,0,0,15.85,1.09,147.05,4.92,0,58.49,0.55,1.09,3.83,3.28,0,1.09,0.55,1.09,0.55,0.55,1.09,0,0.55,0,0,0,2.19,0,1.09,0,1.64
