stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,28.88,1.07,0,13.91,0,10.7,0,0,2.14,4.28,0,0,0,0,0,0,0,0,1.07,0,0,0
21Day,2.68,0,0,2.68,4.02,0,0,0,1.34,1.34,0,0,30.79,1.34,1.34,17.4,2.68,5.35,1.34,30.79,0,0,10.71,0,5.35,9.37,0,0,0,6.69,4.02,0,0,0,0,0,0,0
3Month,0.64,1.28,2.24,10.88,0,4.48,0,0.64,1.92,5.12,0.32,0,945.77,5.44,0.64,44.15,1.6,3.52,4.16,8.64,1.6,0.96,3.2,0.64,0.64,0,1.92,0.96,0,0,10.88,0.32,0,0,0,2.56,1.28,2.56
22Month,1.64,18.04,12.57,27.33,0,2.19,0.55,0,15.31,13.67,56.85,0,7202.72,7.11,2.19,330.73,2.73,6.01,9.29,37.72,1.09,45.92,13.67,0,1.09,0,0.55,3.83,15.31,1.09,3.83,3.28,1.09,3.83,1.09,1.64,0,4.92
