stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,40.86,20.43,0,8.17,4.09,4.09,0,0,0,0,0,0,0,0,0,20.43,12.26,12.26,457.68,0,0,0,0,98.07,212.49,0,0,0,98.07,0,0,0,0,0,0,0,0,0
72hpf,32.09,31.02,0,21.4,10.7,19.26,0,0,0,0,0,0,0,0,0,8.56,19.26,5.35,438.61,0,0,10.7,1.07,723.18,136.93,0,7.49,0,565.92,0,1.07,10.7,1.07,1.07,10.7,0,0,0
21Day,120.47,22.76,2.68,50.86,5.35,17.4,0,0,1.34,0,0,5.35,0,8.03,4.02,6.69,22.76,5.35,902.17,0,0,92.36,0,311.88,52.2,2.68,22.76,0,279.75,38.82,1.34,8.03,4.02,5.35,17.4,10.71,0,8.03
3Month,1.92,15.36,0.32,18.24,0.64,0,0.32,0,0.64,5.76,0.64,16.32,6.72,0.32,3.52,7.36,2.56,2.24,124.78,23.36,0,10.88,1.28,3.2,0.64,3.84,2.56,0,9.92,2.56,1.92,0,0,0,0,67.83,1.6,2.24
22Month,0,25.15,0.55,24.05,0,0,3.28,0.55,0,2.73,10.39,95.66,2.19,1.64,2.19,1.64,1.64,2.73,123,8.75,1.64,6.56,0,3.28,0.55,5.47,1.09,0.55,7.65,2.73,4.37,3.83,1.09,0,0.55,14.21,0,3.28
