stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,24.52,0,0,0,0,0,0,0,0,0,0,8.17,4.09,12.26,65.38,0,0,0,0,32.69,371.86,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,4.28,0,3.21,3.21,0,1.07,0,0,0,0,0,1.07,0,6.42,2.14,0,19.26,0,1.07,2.14,0,24.61,21.4,0,0,0,20.33,3.21,0,2.14,1.07,0,0,1.07,0,0,0
21Day,2.68,1.34,0,9.37,6.69,0,12.05,0,0,0,0,0,9.37,1.34,0,0,2.68,13.39,0,0,0,0,8.03,5.35,0,0,0,5.35,1.34,0,1.34,0,0,1.34,1.34,0,1.34,4.02
3Month,0.96,4.48,1.6,30.4,0,0.96,2.56,8.96,4.16,0,14.4,5.76,1.6,39.03,2.56,4.16,8.96,3.52,1.28,0,3.52,1.6,1.6,0,2.24,0.96,0,0.32,2.56,0.32,244.76,0.32,0,0.32,0,4.16,20.16,17.28
22Month,0.55,16.4,5.47,45.37,0,1.09,2.19,18.04,24.6,3.28,94.57,11.48,15.31,84.18,2.73,2.73,31.71,14.76,0,3.28,6.56,0,1.64,0,4.92,0.55,95.66,1.09,0.55,0,73.8,1.09,0.55,0,0,4.92,0,16.95
