stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,11.77,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,8.56,0,0,0,1.07,9.63,0,3.21,0,0,2.14,0,0,0,0,0,0,0,0
21Day,4.02,2.68,0,32.12,0,5.35,0,0,0,0,0,0,1.34,0,1.34,0,0,20.08,2.68,37.48,0,0,0,0,1.34,4.02,8.03,0,0,96.37,2.68,0,0,1.34,1.34,0,0,0
3Month,1.6,0.64,0.64,248.28,0.32,0,0.64,0.32,1.92,2.56,7.04,0,17.6,5.44,0,11.2,5.76,411.45,5.76,141.1,7.68,0,2.56,9.28,8.96,0.64,30.72,1.6,0,0.64,6.4,5.76,11.52,0.32,1.92,3.2,3.84,6.4
22Month,0.55,2.19,0.55,148.69,0.55,0,0,0,0,1.64,6.01,0.55,30.07,3.28,0,2.19,0.55,65.05,6.56,58.49,0,1.09,0.55,0.55,8.2,0,69.43,1.64,0.55,0,0,0.55,16.95,0,0.55,0.55,0,1.09
