stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,77.64,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,115.54,44.93,3.21,0,0,0,0,0,0,0,0,0,13.91,607.64,0,4.28,0,0,1.07,1.07,21.4,17.12,0,0,0,7.49,0,0,1.07,6.42,0,1.07,0,0,0
21Day,25.43,4.02,1.34,661.24,4.02,18.74,0,0,2.68,0,0,9.37,2.68,13.39,12.05,6.69,2705.18,6.69,48.19,1.34,0,10.71,0,62.91,28.11,2.68,0,0,18.74,49.53,4.02,6.69,16.06,16.06,1.34,0,0,2.68
3Month,0.32,1.6,3.52,134.38,0.32,0,2.24,0.32,62.07,10.56,0,57.91,10.24,0.96,17.28,17.92,2157.1,7.04,14.72,2.88,0,4.16,6.08,3.84,0,0.64,0.96,0,1.28,5.44,21.44,0.64,0,0,0.32,7.68,21.76,8.32
22Month,2.19,3.28,14.21,164.54,6.01,0,2.73,0,65.6,9.84,2.73,504.02,6.56,2.19,27.88,13.67,1510.41,8.75,8.2,0,8.75,2.73,6.56,3.28,0.55,9.29,1.09,6.56,1.64,1.64,22.41,1.09,2.73,0,1.09,0.55,0,3.83
