stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,28.6,0,0,0,0,8.17,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.7,2.14,0,9.63,4.28,3.21,0,0,0,0,0,0,0,1.07,0,7.49,17.12,3.21,33.16,0,1.07,0,0,232.14,99.49,1.07,7.49,44.93,1.07,0,0,18.19,2.14,0,4.28,0,0,0
21Day,21.42,6.69,2.68,50.86,1.34,13.39,0,2.68,1.34,0,0,1.34,0,9.37,0,1.34,12.05,9.37,54.88,0,0,6.69,0,56.22,33.46,1.34,2.68,30.79,6.69,0,1.34,5.35,0,2.68,2.68,0,0,2.68
3Month,0,2.56,0,14.4,0.32,0,0,0.64,2.24,2.56,0,15.68,0.96,0,5.76,0.32,4.8,2.24,12.48,1.6,0,1.6,0.32,1.6,0.32,0.64,0.64,0.64,0.64,0.32,11.84,0,0,0,0,6.08,7.04,1.92
22Month,0,8.75,1.64,9.84,0,0,0.55,0.55,0.55,6.56,7.65,80.9,2.19,1.64,7.65,0,1.09,9.84,19.13,0,1.09,1.09,0,1.09,0,1.64,1.09,0,0.55,0,9.29,0,0.55,0,0,2.73,0,3.28
