stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,1.07,0,1.07,25.67,3.21,0,1.07,0,1.07,0,0,0,0,0,0,0,0
21Day,0,0,0,10.71,5.35,0,2.68,1.34,1.34,0,0,0,2.68,29.45,0,2.68,0,8.03,0,0,1.34,0,8.03,2.68,0,0,0,1.34,0,6.69,2.68,0,0,0,0,0
3Month,1.6,1.92,14.72,51.83,0,5.12,0.32,34.87,14.72,0.32,134.7,18.24,1.92,2213.09,4.8,14.08,11.52,18.88,4.48,0,2.88,5.76,2.88,0.64,9.6,1.92,0,0.32,14.4,223.32,0.96,0,0.32,4.8,20.16,12.16
22Month,0,7.11,20.23,19.13,0,1.64,0,30.61,8.75,6.56,238.89,1.64,3.83,1672.76,0.55,1.64,6.01,9.29,0,10.39,2.73,0,0.55,0,8.2,1.09,33.89,1.09,3.83,95.12,1.09,0.55,0,0.55,0,2.73
