stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,4.28,0,131.58,3.21,0,0,0,0,0,0,0,0,3.21,22.47,2.14,261.03,0,0,41.72,46,31.02,0,19.26,0,0,3.21,3.21,0,0,0,0
21Day,13.39,1.34,0,145.9,6.69,1.34,0,0,0,2.68,0,4.02,2.68,5.35,8.03,1.34,17.4,0,0,68.27,10.71,4.02,0,1.34,4.02,0,2.68,0,1.34,0,0,1.34
3Month,2.88,0.96,0.32,18.24,0,0,0,5.12,1.6,0.64,0.32,0.32,0.64,2.56,11.52,1.28,7.36,0.32,0,2.88,0,0.32,0.32,0,0.32,2.24,0,0,0,0.32,0.32,0.32
22Month,0,1.64,0,4.92,0,0,0.55,2.73,0.55,1.09,0,0.55,0,0,1.09,4.92,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0
