stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,12.26,0,682.43,0,0,0,0,0,0,0,0,0,0,53.12,0,16.35,0,0,0,24.52,77.64,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,256.75,32.09,0,46608.66,34.23,418.29,8.56,0,7.49,1.07,0,5.35,1.07,46,4498.47,29.95,356.24,12.84,13.91,6.42,1816.51,1197.1,4.28,5.35,23110.7,5.35,1.07,136.93,3.21,11.77,52.42,0,0,0
21Day,235.58,25.43,28.11,10097.89,18.74,1029.33,73.62,4.02,32.12,144.56,10.71,135.19,87,48.19,981.14,108.42,740.21,2.68,89.68,1.34,717.45,307.86,8.03,18.74,66854.37,936.97,2.68,68.27,74.96,223.54,37.48,2.68,0,87
3Month,0.64,0,0,0.64,0,0,0,0,0.64,26.88,0,0,1.6,0,0.96,0,0.96,0,0.64,0,0,0,0,0.32,7.68,0,4.8,0,0,0,0,0,0.64,0.64
22Month,0,0.55,0.55,0.55,0,0,0,0.55,2.19,17.49,0,0.55,1.09,0,0,0,1.64,0,0,0,0.55,0,0,0,0,0,12.57,1.64,0,0,0,0,0,0
