stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,4.09,588.44,0,4.09,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,1.07,0,82.37,0,7.49,0,0,0,0,0,0,0,0,0,11.77,1029.14,0,7.49,0,1.07,1.07,34.23,29.95,0,0,7.49,1.07,0,6.42,0,2.14,1.07,0,0,0
21Day,8.03,0,4.02,712.1,1.34,10.71,0,1.34,0,0,0,4.02,0,2.68,16.06,18.74,396.21,2.68,14.72,0,2.68,2.68,21.42,4.02,1.34,0,1.34,5.35,0,2.68,1.34,4.02,2.68,0,0,0
3Month,0.32,0.96,0.64,310.99,0,0,0.96,0,2.24,3.52,0,9.92,3.2,0,3.84,13.12,8.96,2.88,1.92,0.64,0.32,0.96,0.96,0.64,2.56,0.64,0.32,2.56,4.8,0,0,0,0.32,2.56,2.88,3.2
22Month,0,0,1.09,31.71,0,0,0,0,2.19,0,0.55,8.2,1.09,0,5.47,0,2.19,0.55,0,0,0.55,0,0,0,3.83,0,0,0,6.01,0.55,0,0,0,0,0,0.55
