stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,122.59,0,16.35,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,77.64,0,0,0,4.09,0,0,0,0,0,0
72hpf,1.07,47.07,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,19.26,0,0,0,0,0,3.21,6.42,0,0,0,1.07,0,0,0,0,0,0
21Day,0,48.19,0,6.69,1.34,2.68,0,0,0,0,0,0,0,1.34,0,0,30.79,0,1.34,0,0,0,0,13.39,0,0,0,1.34,0,0,1.34,0,0,0
3Month,0,59.51,0,2.56,0,0,0,1.28,0.32,0,0,3.2,0.96,0,1.6,0.64,3.2,2.24,0.32,0.32,0,0.32,0,0.32,0,0.32,0,0,0.32,0.32,0,0.32,1.92,0.64
22Month,0,43.73,0.55,0.55,0,0,0.55,0,2.73,1.09,0,20.77,1.64,0.55,1.64,0,2.73,1.09,2.19,0,0.55,0,0,0,0.55,0,1.09,0,0.55,0.55,0,0.55,0,1.09
