stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,32.69,8.17,0,1442.5,8.17,0,0,0,0,0,0,0,12.26,0,0,0,0,20.43,40.86,12.26,641.57,0,0,0,0,36.78,1720.38,0,0,0,241.1,0,0,0,0,0,0,0,0
72hpf,44.93,1.07,0,253.54,18.19,19.26,0,0,0,0,0,0,0,0,0,0,0,7.49,37.44,4.28,692.15,0,1.07,4.28,0,410.8,976.72,7.49,2.14,0,1053.74,0,1.07,605.5,26.74,3.21,12.84,0,0
21Day,49.53,0,0,80.31,10.71,40.16,0,2.68,0,1.34,1.34,0,0,4.02,0,4.02,1.34,4.02,25.43,5.35,1554.04,0,0,18.74,0,153.93,342.66,1.34,1.34,0,112.44,37.48,1.34,338.65,36.14,21.42,12.05,0,4.02
3Month,0.64,6.72,0,8.96,0,0,0.64,0,1.28,0.64,3.52,0,0,10.88,2.56,0,2.88,0.96,6.72,3.2,61.75,8.32,0.32,3.52,4.16,0.32,8.64,1.92,0,0,0.32,1.28,14.4,1.92,0,0,2.24,2.56,0.32
22Month,0.55,10.39,2.19,2.73,0.55,0,2.19,0,0,0.55,6.56,3.83,0,39.91,1.09,0.55,7.11,0,6.01,3.28,174.93,3.28,1.09,2.19,0,2.73,3.28,5.47,0,1.64,0,0,25.69,1.09,5.47,0,1.09,0,1.09
