stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,16.35,12.26,0,0,0,0,12.26,57.21,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,4.28,0,17.12,1.07,0,0,0,0,0,0,0,0,3.21,0,3.21,26.74,1.07,40.65,0,4.28,0,0,90.93,54.56,0,1.07,29.95,0,0,3.21,0,2.14,0,0,0
21Day,4.02,0,1.34,29.45,2.68,2.68,0,2.68,1.34,2.68,0,0,5.35,17.4,1.34,4.02,33.46,2.68,14.72,0,0,1.34,0,14.72,13.39,0,1.34,9.37,1.34,0,2.68,1.34,0,0,0,10.71
3Month,0,2.56,0.64,39.35,0,0,1.28,0.32,4.48,10.88,0,19.84,15.68,3.2,4.48,1.28,13.44,9.92,8.64,2.56,0,1.6,0.96,0.96,0.64,1.28,0.96,0,0.96,3.2,0,0,0.32,2.88,0.32,35.19
22Month,0,1.64,0.55,13.67,0,0,1.09,1.09,3.28,19.68,1.64,38.27,6.56,4.37,3.83,0.55,0.55,7.11,9.84,0,0,1.64,0,0,0,1.64,0.55,0,0,0.55,0,0,0.55,0,0,8.75
