stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,20.43,4.09,36.78,20.43,0,0,0,0,24.52,151.2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,2.14,1.07,2.14,0,0,0,0,1.07,0,1.07,0,3.21,8.56,2.14,6.42,0,3.21,1.07,1.07,50.28,34.23,0,0,0,8.56,3.21,0,6.42,1.07,0,2.14,0,0,0
21Day,12.05,2.68,0,24.09,1.34,17.4,13.39,1.34,2.68,0,1.34,0,6.69,1.34,1.34,8.03,5.35,16.06,0,0,1.34,0,14.72,16.06,0,2.68,0,5.35,8.03,0,6.69,2.68,2.68,1.34,1.34,0,2.68
3Month,0,0,0.64,7.36,0,0,0.32,0,1.28,0,10.56,1.92,0.32,4.8,0,2.24,2.24,0.64,0.64,0,0,0,0.96,0.32,0,0,0,0,0,5.76,0,0,0,0,0.32,1.28,1.6
22Month,0,0.55,0.55,4.92,0.55,0,0,0.55,8.2,2.19,41.55,3.28,0,6.01,1.09,0.55,3.28,4.92,0.55,1.09,0.55,0,1.09,0,0.55,0.55,1.09,0,0.55,0.55,0.55,0,0,0,0,0,0
