stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,4.09,147.11,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,3.21,0,12.84,0,0,0,139.07,22.47,1.07,0,3.21,0,0,0,1.07,0,0,0,0,0
21Day,4.02,2.68,9.37,1.34,4.02,0,1.34,0,1.34,0,0,0,2.68,0,0,1.34,1.34,16.06,0,0,0,76.3,24.09,0,1.34,1.34,1.34,1.34,4.02,1.34,6.69,2.68,0,0,0
3Month,0,5.12,15.04,0.96,0,0.32,0,1.6,0.32,0,5.76,0.96,0.32,3.2,1.28,5.12,1.92,17.92,1.6,0,0.32,5.76,1.28,5.44,2.56,0.32,0,61.11,0.64,0,0.32,1.28,1.28,5.44,3.52
22Month,0,3.83,2.19,0,0,0,0.55,0.55,3.28,1.09,14.76,0,1.09,1.09,0,0,0,6.01,0,0.55,0,0,0.55,3.83,3.28,0.55,0,3.28,0.55,4.37,0,0,0,0,0.55
