stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,12.26,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,4.09,16.35,24.52,65.38,0,0,0,0,8.17,241.1,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,7.49,5.35,0,10.7,4.28,3.21,0,2.14,0,0,1.07,0,0,0,1.07,0,3.21,40.65,2.14,57.77,0,1.07,0,0,88.79,50.28,0,4.28,74.89,0,0,12.84,1.07,4.28,3.21,0,0,0
21Day,9.37,2.68,0,40.16,1.34,6.69,0,0,0,0,0,0,0,0,9.37,1.34,4.02,30.79,9.37,76.3,2.68,0,6.69,0,29.45,6.69,0,2.68,50.86,12.05,0,0,0,2.68,2.68,0,0,8.03
3Month,0.64,5.44,0.64,27.2,0,0,0.64,0.32,0.64,1.6,8.96,0,27.52,6.08,0.96,1.6,1.28,22.4,14.08,24.32,7.04,0.32,2.56,3.52,0.32,0,3.2,1.28,1.92,0.64,6.08,0.32,0,0,0.64,8.64,1.28,11.2
22Month,0,7.65,0.55,14.76,0.55,0,1.09,0.55,0,1.64,7.11,22.41,107.14,0.55,3.28,0.55,0,3.83,15.85,24.6,1.09,1.09,1.09,0,1.64,0,2.19,0.55,1.64,0,1.64,1.09,0,0,0,0.55,0,3.28
