stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,8.17,0,32.69,0,0,0,0,0,0,0,0,0,0,12.26,24.52,81.73,0,0,0,4.09,44.95,335.09,0,0,8.17,0,0,0,0,0,8.17,0,0,0
72hpf,5.35,3.21,0,4.28,1.07,5.35,0,1.07,0,0,0,0,0,0,20.33,4.28,53.49,0,1.07,0,2.14,317.73,70.61,0,1.07,27.81,0,0,11.77,0,0,5.35,0,0,0
21Day,5.35,0,0,28.11,0,2.68,0,0,0,1.34,0,6.69,1.34,1.34,25.43,4.02,53.54,0,0,1.34,0,131.18,21.42,0,0,20.08,2.68,0,6.69,5.35,1.34,1.34,0,0,2.68
3Month,0.64,1.6,0.96,11.52,0,0,0.64,3.84,0,15.68,2.24,0.96,5.12,0.64,5.76,4.16,4.16,0.96,0,0.64,0,0.64,1.92,0.96,0.32,0.64,1.28,11.52,0,0,0,0.32,7.68,1.92,2.56
22Month,0,4.37,0,4.92,0,0,0.55,14.76,3.28,43.73,1.64,0.55,12.03,0.55,0,12.03,4.37,0,0,0,0,2.19,0,0,1.09,0,1.09,4.37,1.09,1.09,0,0,2.19,0.55,0
