stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,20.43,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,8.17,12.26,0,0,0,0,49.04,69.47,0,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,24.61,5.35,0,17.12,4.28,23.54,0,0,0,0,0,0,0,0,0,4.28,26.74,2.14,25.67,0,1.07,1.07,0,3141.98,58.84,2.14,4.28,0,34.23,1.07,0,22.47,0,4.28,3.21,0,0,0
21Day,14.72,1.34,2.68,24.09,2.68,28.11,4.02,0,0,0,0,5.35,0,10.71,6.69,1.34,14.72,4.02,49.53,0,0,2.68,0,1244.84,16.06,29.45,2.68,0,44.17,26.77,0,5.35,8.03,13.39,1.34,0,0,10.71
3Month,0.32,0.64,1.28,11.2,0.64,0,0.64,1.92,1.92,0,0,67.83,3.2,0.32,7.36,0.64,2.88,1.6,6.4,1.28,0,2.24,2.56,16.96,0,78.07,0,0,0,0.96,60.15,0.32,0,0,0,1.28,9.28,1.28
22Month,0,0,0.55,9.84,0,0,0,1.64,1.64,0.55,0,95.12,0.55,2.19,12.57,0,0.55,4.37,4.37,0,3.28,0,0,18.59,0,56.85,0,0.55,0,0.55,29.52,6.01,0.55,0,0,0,0,0
