stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,44.95,16.35,0,224.75,0,0,0,0,0,0,0,57.21,0,0,0,0,347.34,28.6,61.3,175.72,0,0,4.09,49.04,11576.78,0,0,8.17,0,0,0,0,0,539.41,0,0,0
72hpf,220.38,43.86,0,174.38,28.88,177.59,0,1.07,0,2.14,0,0,1.07,0,5.35,1.07,55.63,339.12,42.79,236.42,8.56,18.19,4.28,13178.76,23462.66,4.28,17.12,403.31,4.28,0,357.31,28.88,34.23,387.26,0,0,0
21Day,64.25,10.71,5.35,147.24,10.71,184.72,0,28.11,0,4.02,0,0,17.4,0,48.19,37.48,45.51,95.04,29.45,127.16,0,20.08,4.02,4708.96,5178.78,12.05,8.03,89.68,133.85,1.34,153.93,48.19,84.33,175.35,0,0,38.82
3Month,0,0.64,0,5.44,0,0,0,0,0.64,1.28,0,0,4.16,0.96,0,3.2,10.56,0.64,0.64,0.64,0,0,0,17.6,19.52,0.64,0,0.32,0.64,3.2,3.2,0.32,0.32,17.6,0.32,1.28,0.64
22Month,0,0.55,0,4.92,0,0,0.55,0,0,1.09,1.09,0,10.93,0.55,0,2.19,4.37,0.55,1.09,0.55,0,0.55,0,6.01,10.93,0,0,0.55,0,2.19,2.19,2.73,0,3.83,0,0,0
