stage,Cardiomyocyte,Epithelial_cell,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast
72hpf,0,0,1.07,4.28,2.14,1.07
21Day,1.34,2.68,1.34,1.34,4.02,0
