stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,196.15,0,0,8.17,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,1.07,0,3.21,0,0,0,0,18.19,16.05,0,0,2.14,2.14,0,1.07,0,0,0,0
21Day,1.34,0,0,10.71,0,0,2.68,0,0,0,2.68,0,2.68,0,0,4.02,4.02,9.37,0,0,0,0,17.4,5.35,0,0,2.68,1.34,1.34,1.34,0,0,0,0
3Month,0,0.32,0,6.72,0.32,0,0,0.32,0.96,0,9.6,0.96,0.96,5.76,0.64,1.6,2.88,3.84,0,0.32,0.32,0.64,0,0.32,0.96,0.32,0,0.32,10.88,0,0,0.32,0.64,0.96
22Month,0,1.64,1.09,3.83,0.55,0,0,1.09,3.28,2.73,24.05,1.09,0.55,16.95,0,0,1.64,8.75,0.55,0,1.09,0,1.09,0,1.09,0.55,0,0,3.28,0.55,1.09,0,0,1.09
