stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,3.21,0,0,1.07,1.07,0,0,0,0,0,0,0,0,1.07,0,0,2.14,6.42,2.14,0,0,0,0,26.74,7.49,0,0,0,2.14,0,1.07,0,60.98,1.07,0,0,0,0
21Day,1.34,0,10.71,0,12.05,0,2.68,0,0,0,0,0,0,10.71,0,1.34,2.68,8.03,5.35,0,0,2.68,0,14.72,4.02,0,0,0,1.34,4.02,0,0,487.23,5.35,0,0,0,5.35
3Month,0.64,0.64,4.48,0,0,0,0,0.32,0.64,118.7,0,6.4,12.8,4.8,2.56,0,3.2,26.88,3.52,0.32,0,0,0.96,0.64,0,0.32,0,0,0.64,1.6,27.2,0,26.88,0.64,4.48,0.64,9.6,8.32
22Month,1.09,2.19,8.75,0,0,2.19,1.64,0,1.09,174.38,1.09,24.6,12.03,3.83,3.83,0.55,1.64,27.88,4.37,0.55,1.09,0,0,2.19,0.55,0,0.55,0.55,1.09,0,80.9,1.64,456.46,0,4.92,0,1.09,4.92
