stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,114.42,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,3.21,0,0,0,0,0,0,0,0,0,0,2.14,3.21,1.07,0,0,0,0,13.91,11.77,0,0,0,1.07,0,0,0,5.35,0,1.07,0,0,0
21Day,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,2.68,0,1.34,0,0,0,0,12.05,2.68,0,0,0,0,1.34,0,5.35,0,0,0,0,1.34,1.34
3Month,1.92,6.4,5.44,62.71,2.24,0,2.24,0.64,0.32,10.24,13.76,120.3,17.6,0.96,44.47,11.2,17.92,16.64,16.32,1.6,0,6.08,8.96,28.48,0,4.8,6.08,0,0,10.88,0.64,372.42,1.28,0,1.6,8.32,4051.52,17.92
22Month,0,0.55,0,7.65,0,0,0,0,0,0,0.55,21.32,0,0.55,7.11,0,0.55,0.55,1.64,0,0.55,0,1.09,5.47,0,0.55,2.19,1.09,0,0,0,68.88,0.55,0.55,0,0,15.31,0
