stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,4.09,0,0,0,0,0,0,0,0,0,0,4.09,20.43,0,0,0,0,200.23,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,32.09,0,0,5.35,14.98,26.74,0,0,36.37,0,0,6.42,2.14,0,0,0
21Day,1.34,0,0,0,0,0,0,0,0,5.35,0,0,1.34,1.34,37.48,0,0,4.02,4.02,4.02,1.34,1.34,20.08,1.34,1.34,6.69,0,0,0,4.02
3Month,0,0,5.44,0,0,0.32,4.48,7.04,1.28,0.64,2.88,0.64,3.2,3.84,8.96,1.6,0,0.64,0,0,0,0,0.96,0.96,3.84,0.32,0,0.64,2.24,2.88
22Month,0,1.64,1.09,0,0,0.55,10.93,38.81,1.09,3.28,3.28,0,1.09,7.11,7.65,0,1.09,0.55,0.55,0.55,0,0.55,0,0.55,0.55,1.64,0,0,0,1.64
