stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,93.99,0,4.09,4.09,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,16.35,0,0,0,0,4.09,416.81,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,24.61,26.74,0,14.98,23.54,22.47,1.07,0,0,0,0,0,0,1.07,0,11.77,33.16,1.07,39.58,0,1.07,2.14,0,2676.62,279.22,0,4.28,0,26.74,1.07,0,23.54,1.07,6.42,1.07,0,0,0
21Day,20.08,9.37,1.34,12.05,4.02,21.42,4.02,0,0,0,1.34,0,0,16.06,2.68,0,10.71,2.68,44.17,0,0,5.35,0,692.02,115.11,0,0,0,9.37,20.08,0,5.35,4.02,9.37,4.02,0,0,0
3Month,0,10.88,0,8,0.64,0,0.32,0.32,0.64,1.92,0,5.76,1.6,1.92,1.6,0,8,1.28,1.6,0,0,8,0.32,1.28,0.32,0.32,0,0,0,0.64,3.2,0,0,0,0,0.64,1.92,0.64
22Month,0,22.96,0,7.65,0,0,1.09,0.55,1.09,1.64,0.55,17.49,1.64,3.83,2.19,0,2.19,1.09,2.73,0.55,0,4.37,0.55,0.55,0.55,0,0.55,0.55,0,0,7.11,0.55,0.55,0,0,0.55,0,0.55
