stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,19.26,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,4.02,0,0,397.54,9.37,0,4.02,0,0,0,0,0,4.02,2.68,2.68,120.47,2.68,18.74,0,0,1.34,0,14.72,4.02,0,0,6.69,8.03,0,8.03,0,9.37,1.34,0,0,2.68
3Month,0,0.64,2.56,613.02,0,0.32,0,2.56,8,0,22.08,7.68,0.96,4.8,5.44,7.36,4.16,6.08,2.24,0.64,0.96,1.28,0.32,0.32,0,0.96,0.64,4.48,2.88,0,0,0,0,0.96,7.04,4.16
22Month,2.19,9.84,2.19,2410.2,0,7.65,2.19,3.28,16.4,5.47,116.98,3.83,3.83,9.84,10.39,3.83,45.92,29.52,1.09,7.65,5.47,0.55,2.73,0,3.28,0,5.47,36.63,1.64,0.55,6.01,0,0,1.64,0,24.6
