stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,32.69,0,4.09,0,4.09,0,0,0,8.17,0,0,0,0,4.09,40.86,24.52,32.69,0,0,0,0,4.09,44.95,0,0,8.17,0,0,0,0,0,0,0
72hpf,0,3.21,0,5.35,0,1.07,0,0,0,0,0,0,0,0,0,0,4.28,36.37,5.35,8.56,0,0,0,0,4.28,9.63,0,0,7.49,0,0,4.28,0,0,0,0
21Day,4.02,2.68,0,57.56,0,26.77,0,14.72,0,4.02,0,0,0,0,2.68,6.69,1.34,30.79,6.69,24.09,0,0,4.02,0,4.02,5.35,0,0,8.03,4.02,1.34,4.02,1.34,0,0,4.02
3Month,0.32,2.88,0.64,38.71,0.32,0,0.96,0.96,5.12,19.52,0.32,0,3.84,7.68,0.64,5.76,1.6,7.68,16.96,6.72,2.24,0,1.92,0.96,0.96,0,2.24,0,0.32,0,3.84,0,0,4.16,0.32,3.52
22Month,0.55,10.39,2.73,12.57,0.55,0,0,0.55,5.47,26.79,48.65,0,31.16,4.92,1.64,15.31,0,2.19,22.96,7.11,0,1.09,1.64,0.55,0.55,0,1.09,1.09,0,0,0.55,1.64,0,0,0,0.55
