stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0
21Day,1.34,0,12.05,38.82,0,0,0,9.37,1.34,0,2.68,0,13.39,6.69,2.68,17.4,30.79,1.34,0,1.34,0,0,5.35,0,1.34,0,0,0,4.02,0,1.34,0,1.34,0,0,0,1.34
3Month,0.96,2.88,40.95,143.02,0.32,2.88,0.32,253.72,20.8,0.32,76.79,28.48,4.8,525.36,4.16,17.92,48.95,12.16,3.2,0,32.95,5.44,2.88,0.32,7.04,1.28,0,0.32,3.84,8,0.32,0,0,0.32,7.68,7.68,40.95
22Month,1.64,16.4,38.27,74.35,0,2.19,1.09,154.7,43.73,8.75,130.65,18.59,17.49,700.81,3.83,9.84,50.29,12.03,1.09,6.01,20.23,0.55,2.19,0,13.67,1.09,0.55,0.55,2.73,9.29,2.19,1.09,0,0,5.47,0,25.69
