stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,8.17,20.43,16.35,32.69,0,0,0,4.09,8.17,310.57,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,5.35,0,0,6.42,0,11.77,0,0,0,0,0,0,0,0,0,25.67,43.86,4.28,14.98,0,6.42,0,1.07,27.81,59.91,3.21,0,0,5.35,1.07,0,10.7,0,0,0,0,0,0
21Day,33.46,1.34,1.34,112.44,1.34,70.94,0,28.11,2.68,1.34,0,14.72,2.68,33.46,9.37,10.71,77.63,16.06,40.16,0,0,9.37,0,40.16,133.85,2.68,1.34,0,10.71,10.71,4.02,10.71,4.02,5.35,0,0,0,10.71
3Month,0,2.88,6.72,97.26,0.64,0,1.6,1.6,52.47,16.64,0.32,75.51,33.27,5.12,200.61,5.44,13.76,23.36,7.68,2.88,0,18.24,4.16,1.92,0.64,4.16,1.6,0,0.64,3.2,55.99,0.32,0,0,0.32,5.12,15.68,45.75
22Month,0,9.29,14.21,40.45,0,0,1.64,0,31.16,38.81,22.41,143.22,19.13,14.21,334.01,3.28,2.73,31.71,12.03,0,4.37,10.39,0.55,0.55,1.64,4.37,0.55,7.65,1.09,1.09,31.16,2.19,0,0,0,0.55,0,15.31
