stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,3.21,0,0,0,0,1.07,0,1.07,0,0,0,0,0,0
3Month,2.56,7.36,10.24,146.54,1.6,4.48,2.88,0.96,17.28,44.79,0,384.9,58.55,6.4,98.54,16.32,51.19,44.79,63.03,15.68,0.32,14.08,12.48,7.04,1.92,6.08,5.12,0,3.2,22.08,46.39,0.96,0,0.32,10.56,28.8,33.91
22Month,12.57,190.78,66.69,418.74,4.37,43.19,16.4,2.73,78.17,504.56,198.44,6945.79,262.94,89.65,670.75,28.43,108.24,369.54,459.74,19.13,212.65,72.16,12.03,25.69,9.84,53.03,36.63,40.45,16.95,30.61,58.49,26.24,18.04,4.92,18.04,0.55,107.69
