stage,Epithelial_cell,Erythrocyte__Liver_,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Macrophage,Mesenchymal_cell,Mt_rich_cell,Nephron_cell,Oligodendrocyte,Pancreatic_cell,Smooth_muscle_cell,T_cell
3Month,1.28,0.32,0,53.11,1.28,0,0.32,0.64,0,0.64,0.32,0,0.32,0.32
22Month,0,0,1.09,171.1,0,1.64,0.55,0,2.73,0,0,1.64,0,0
