stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,4.09,0,4.09,0,0,0,0,0,4.09,12.26,4.09,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,6.42,84.51,9.63,0,0,0,0,0,0,0,0,1.07,0,2.14,29.95,10.7,4.28,0,1.07,0,2.14,86.65,8.56,21.4,0,5.35,0,0,0,0,1.07,0,0,0
21Day,5.35,0,0,20.08,81.65,4.02,0,0,0,1.34,0,0,0,0,28.11,0,2.68,25.43,17.4,1.34,0,0,1.34,0,133.85,6.69,0,6.69,1.34,4.02,1.34,0,2.68,0,0,0,6.69
3Month,0.32,1.28,0,15.04,26.24,0,0.64,0,3.84,5.12,0,0,16,7.36,0.96,5.44,22.08,5.44,10.24,2.88,0.96,0,0.96,0.96,70.39,0.96,6.72,0.32,0,1.6,21.44,0.32,0,0.32,1.92,603.74,10.24
22Month,0,0,3.28,11.48,6.01,0,1.09,1.09,2.73,18.04,3.28,0,22.96,4.37,2.73,2.73,5.47,3.28,24.05,6.56,0,0.55,1.64,0.55,50.84,0,21.32,1.64,0,0.55,7.11,1.09,0,0,0,1.64,4.92
