stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,4.09,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1.07,0,2.14,0,1.07,0,0,1.07,6.42,0,0,2.14,0,0,0,0,0,0,0,0
21Day,2.68,1.34,0,8.03,4.02,0,6.69,0,0,0,1.34,0,4.02,0,2.68,1.34,1.34,10.71,0,0,0,0,1.34,9.37,2.68,0,4.02,1.34,0,1.34,0,1.34,0,0,0
3Month,0.64,1.28,0.64,23.36,0,4.16,2.88,8.32,3.52,0,18.88,1.6,0.64,19.84,1.28,6.72,2.88,6.08,0.32,0,2.88,1.28,0.64,0,2.56,0,0,1.28,19.2,0.64,0.32,0,2.24,5.44,4.48
22Month,1.09,2.73,0.55,13.12,0,10.39,4.92,1.64,5.47,1.09,66.15,2.73,1.64,9.84,0,1.64,7.11,9.29,0,3.28,2.19,0,0.55,0,2.73,1.09,0.55,0,4.37,0,0,0,1.09,0,1.09
