stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,36.78,0,32.69,8.17,12.26,0,4.09,0,0,8.17,0,8.17,0,0,0,0,0,0,16.35,735.55,0,0,0,0,151.2,2848.22,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,19.26,220.38,0,9.63,14.98,121.96,0,9.63,0,0,1.07,0,0,0,0,4.28,0,2.14,20.33,2.14,120.89,0,1.07,4.28,0,159.4,161.54,0,3.21,42.79,3.21,0,0,191.49,1.07,2.14,9.63,0,0,0
21Day,25.43,119.13,0,38.82,1.34,196.76,0,77.63,0,0,0,0,0,0,0,29.45,1.34,0,6.69,2.68,70.94,0,0,9.37,0,113.78,44.17,0,22.76,21.42,10.71,0,1.34,49.53,4.02,4.02,1.34,0,0,12.05
3Month,2.56,273.24,0.32,13.76,1.28,0,4.16,3.2,0.32,1.28,4.8,0.32,0,18.88,4.8,1.92,4.48,1.6,6.72,2.56,63.67,3.84,0,10.24,0.64,4.16,1.92,0.64,25.6,0,1.92,0.32,11.52,2.24,0,0,1.28,4.48,1.92,5.76
22Month,1.64,279.89,1.09,9.29,0,0,4.92,3.28,0,4.92,8.2,9.84,0,55.21,2.19,2.19,8.75,0.55,2.19,10.93,133.93,1.09,1.09,11.48,0.55,3.28,2.19,1.64,9.29,1.09,0,0,6.01,14.21,0,0,0,0,0,4.37
