stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,12.26,0,49.04,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,8.17,8.17,28.6,69.47,0,0,0,0,32.69,825.45,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,23.54,4.28,0,31.02,6.42,10.7,0,0,0,0,0,0,1.07,0,0,2.14,0,18.19,65.26,5.35,71.68,0,6.42,4.28,0,648.29,461.08,3.21,3.21,55.63,6.42,1.07,50.28,2.14,6.42,6.42,0,0,0
21Day,44.17,2.68,5.35,109.76,2.68,37.48,0,18.74,0,1.34,6.69,0,0,8.03,2.68,49.53,13.39,5.35,21.42,29.45,127.16,0,0,12.05,1.34,198.1,183.38,1.34,4.02,50.86,9.37,6.69,25.43,5.35,17.4,4.02,0,0,12.05
3Month,1.28,12.8,1.6,102.7,0.96,0,2.24,1.6,0.32,46.07,21.76,0,0,82.87,15.36,4.16,42.23,10.56,24,24.96,29.12,6.72,0.32,14.4,15.68,7.36,1.92,8,3.2,1.28,5.44,86.07,0.96,0,0,1.28,11.52,12.48,31.04
22Month,0.55,22.96,3.83,42.64,0.55,0,3.28,4.37,0.55,14.21,27.33,3.83,0,186.96,8.2,16.4,51.93,1.64,7.65,30.07,39.91,1.09,5.47,10.93,0,7.11,0.55,9.84,7.65,3.28,0,35.53,4.92,6.01,0,0,2.73,0,10.93
