stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,122.59,0,143.02,0,0,0,0,0,0,0,0,12.26,0,0,0,0,8.17,28.6,49.04,183.89,0,0,0,0,49.04,339.17,0,0,0,20.43,0,0,0,0,4.09,0,0,0
72hpf,2.14,24.61,0,27.81,0,4.28,0,0,0,0,0,0,0,0,0,2.14,0,48.14,74.89,1.07,35.3,0,0,0,0,23.54,29.95,0,0,0,34.23,0,0,14.98,0,3.21,0,0,0
21Day,9.37,6.69,5.35,53.54,0,8.03,0,0,0,1.34,8.03,0,0,2.68,1.34,52.2,25.43,6.69,26.77,10.71,89.68,0,0,16.06,0,18.74,13.39,1.34,0,0,32.12,6.69,1.34,4.02,1.34,1.34,0,0,41.49
3Month,0.96,12.16,29.12,180.13,0.32,0,2.88,0,0.32,71.99,55.99,0.32,0,143.34,66.23,3.84,754.44,16.32,37.43,10.56,38.71,11.2,0.32,6.72,4.48,2.56,1.92,4.16,2.56,0,2.56,8,18.88,0.96,0,0.64,5.12,9.6,50.23
22Month,0,20.77,31.16,92.93,0,0,4.37,2.19,0,47.01,52.48,33.89,0,660.36,37.17,3.28,704.64,9.84,14.76,33.89,102.22,4.37,6.01,6.56,0.55,2.19,0,5.47,2.19,5.47,2.19,2.19,13.67,3.28,1.09,0,0,0,73.8
