stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,6.42,0,0,0,0,0,0,0,0,0,0,3.21,3.21,0,0,0,0,0,23.54,5.35,0,2.14,2.14,0,0,2.14,0,0,0,0
21Day,1.34,1.34,0,1.34,8.03,0,1.34,0,0,0,1.34,0,1.34,0,1.34,1.34,8.03,2.68,0,0,0,0,6.69,0,0,0,2.68,1.34,0,1.34,5.35,0,0,0
3Month,0,2.24,0.96,11.2,0,0.32,0.32,3.2,7.68,0,80.95,3.84,0,15.68,0,3.2,23.36,4.48,0.64,0,0.64,0.64,0.96,0.32,2.24,1.28,0.32,1.28,0.64,0.32,0,1.28,0.96,2.24
22Month,0,1.09,0.55,3.28,0,0.55,0,0.55,2.19,1.09,59.04,1.64,0.55,19.68,0.55,0.55,3.83,2.19,0,0.55,1.09,0,0,0,0,1.64,0,0.55,1.09,0,0,0,0,0.55
