stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,2.14,0,3.21,0,0,0,0,2.14,2.14,0,0,1.07,0,0,3.21,0,0,0,0,0
21Day,5.35,1.34,0,38.82,2.68,4.02,0,6.69,1.34,1.34,0,0,0,5.35,0,5.35,24.09,16.06,12.05,0,0,9.37,0,4.02,8.03,0,0,1.34,2.68,4.02,2.68,0,1.34,0,0,2.68
3Month,0,1.28,0.96,25.92,0.64,0,0.64,0.32,8.32,8.64,0,24.32,5.12,0.64,22.72,2.24,6.72,8.32,5.76,1.6,0,4.8,1.92,0.32,0.64,2.56,0.64,0,0.32,10.24,0.64,0,0,1.92,16,7.36
22Month,0,8.75,1.64,16.95,0,0,0,0.55,5.47,9.84,2.73,82.54,5.47,4.37,10.93,1.09,1.64,13.12,16.95,0,1.64,4.92,0.55,0.55,0.55,2.19,0,0.55,0,10.39,0,1.09,0,1.64,0,3.28
