stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,4.09,12.26,0,0,0,0,8.17,24.52,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,3.21,5.35,0,0,0,0,0,0,0,0,0,0,2.14,0,5.35,37.44,0,5.35,0,0,0,0,5.35,6.42,0,0,0,10.7,0,0,1.07,0,0,0,0,0
21Day,4.02,0,0,84.33,0,2.68,0,1.34,0,1.34,1.34,0,0,1.34,2.68,4.02,1.34,1.34,49.53,4.02,29.45,0,0,8.03,0,2.68,6.69,1.34,0,0,5.35,4.02,0,0,0,0,0,0,1.34
3Month,0.32,6.4,2.24,72.63,0.32,0,0.64,1.28,0.32,2.88,24.32,1.28,0,6.72,26.24,1.28,4.16,3.2,26.88,16.32,47.35,14.08,0,8.32,2.56,0.96,0.32,3.52,1.28,0,2.56,0.32,7.68,0,0,0,3.2,7.04,16.96
22Month,0.55,7.65,3.83,41,0,0,3.83,0.55,0,2.73,74.35,13.67,0,16.4,22.41,3.28,2.73,2.19,9.84,36.08,63.41,0.55,0.55,6.01,1.09,0.55,0,4.37,2.19,1.64,3.28,0,3.28,0.55,0.55,0,3.28,0,7.11
