stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,20.43,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,2.14,3.21,0,0,0,0,0,0,0,0,0,0,3.21,1.07,0,1.07,0,0,0,9.63,8.56,18.19,0,10.7,0,0,0,0,60.98,0,0,0,0,0
21Day,1.34,0,22.76,17.4,9.37,0,2.68,0,1.34,0,0,1.34,0,8.03,203.46,1.34,6.69,1.34,14.72,0,0,4.02,33.46,16.06,17.4,0,10.71,0,4.02,5.35,0,144.56,2.68,1.34,0,0,4.02
3Month,0.32,1.6,24,26.24,0,5.76,1.28,0.32,37.75,3.84,0,32.31,11.2,1.28,1230.21,3.2,4.48,6.72,9.92,1.92,0,1.92,176.93,0.96,0.32,2.56,1.28,0,0,4.8,14.4,2.24,0,0,3.2,12.48,7.36
22Month,0.55,2.73,16.95,19.68,0,0,0,0,37.72,4.92,4.92,80.36,0.55,1.09,1408.18,0.55,1.09,4.92,4.92,0,5.47,0.55,8.75,0.55,0,4.37,2.73,0.55,1.09,0.55,5.47,1.64,0,0.55,0,0,2.19
