stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,4.09,24.52,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,1.07,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,0,0,1.07,29.95,3.21,13.91,0,0,0,1.07,0,1.07,0,0,0
21Day,1.34,0,0,4.02,0,5.35,0,0,0,0,0,0,0,0,0,0,0,16.06,0,0,0,0,192.75,6.69,13.39,1.34,5.35,0,0,1.34,0,0,0,1.34
3Month,0,0.64,0,4.48,0.32,0,0.32,0.64,1.28,1.28,0,4.8,1.28,0,1.92,0,1.28,14.08,5.76,0,2.24,0,21.76,0,34.87,0,0.64,8.32,0.32,0,0,6.08,3.2,0.64
22Month,0,2.73,0.55,5.47,0,0,0.55,0,2.19,3.28,0.55,18.59,1.64,1.64,2.19,0.55,0.55,26.79,4.92,1.09,1.09,0,20.23,0,32.8,0,0,1.09,1.64,0,0,14.76,0,1.09
