stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,0,0,0,0,0,8.17,0,106.25,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,3.21,11.77,1.07,0,0,0,0,0,0,0,0,0,0,3.21,1.07,0,1.07,0,0,0,1.07,37.44,22.47,2.14,1.07,0,2.14,0,0,18.19,1.07,0,0,0
21Day,0,0,0,12.05,5.35,1.34,0,0,0,0,1.34,0,0,0,0,0,0,5.35,0,5.35,0,0,1.34,0,13.39,6.69,0,0,0,1.34,1.34,2.68,10.71,2.68,0,0,0
3Month,0.32,0.96,0.32,89.27,3.2,0,1.6,0.32,0.32,2.88,7.04,0,25.92,8,0.96,6.72,19.84,6.08,3.2,7.04,1.92,0,0.96,3.2,17.6,0.96,3.52,1.28,0,0.32,3.2,297.87,2.56,0.32,3.2,1084.95,7.04
22Month,0,1.09,1.09,49.75,1.09,0,1.09,0.55,0.55,1.64,4.92,1.09,49.2,1.64,0.55,4.92,0.55,1.09,2.73,20.77,0.55,1.09,0.55,0.55,4.92,1.09,2.73,0,1.09,0,1.64,57.4,0,1.09,0.55,6.56,2.19
