stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,0,0,0,0,110.33,114.42,8.17,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,22.47,1.07,0,5.35,65.26,18.19,0,0,0,0,0,0,1.07,0,5.35,38.51,4.28,20.33,0,0,1.07,0,2333.21,194.7,0,1.07,33.16,0,0,10.7,1.07,0,1.07,0,0,0
21Day,5.35,2.68,2.68,12.05,28.11,12.05,0,0,0,0,1.34,0,4.02,6.69,1.34,18.74,1.34,8.03,0,2.68,4.02,0,730.84,61.57,0,2.68,10.71,24.09,0,4.02,5.35,6.69,1.34,0,0,0
3Month,0,0.64,0.32,8.96,14.72,0,0.32,0.64,0.64,0,13.76,1.28,0.32,5.44,0.96,4.48,0.96,3.84,0.96,0.32,0.96,0,3.84,0.32,1.92,0,0.64,0.32,2.88,0.64,0,0,0,0.96,0.96,1.6
22Month,1.09,2.19,1.64,9.84,10.39,0,0.55,1.64,7.11,2.19,111.52,3.28,1.09,10.93,0.55,2.19,6.56,7.65,0,3.83,1.09,0.55,7.11,0,4.92,0.55,0,0,5.47,0.55,0,0,0,0.55,0,1.64
