stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,4.09,4.09,0,0,0,0,0,0,4.09,0,0,0,0,20.43,16.35,12.26,20.43,0,0,0,0,16.35,617.05,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,4.28,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,3.21,3.21,0,10.7,0,0,0,0,89.86,151.91,0,1.07,0,8.56,0,0,9.63,0,0,0,0,0
21Day,4.02,0,0,66.93,1.34,25.43,0,2.68,0,0,2.68,0,0,1.34,1.34,10.71,0,12.05,34.8,10.71,14.72,0,1.34,44.17,0,50.86,62.91,1.34,8.03,0,5.35,6.69,2.68,14.72,0,0,0,0,5.35
3Month,0.32,2.88,0.64,173.41,2.24,0,1.6,7.04,0,15.04,7.04,0,0,14.08,11.52,2.24,8,17.6,8.64,9.28,15.04,1.6,0,131.5,1.92,11.52,1.92,4.16,11.52,0,0.32,1.6,14.4,0,0.96,0.32,19.52,10.88,31.04
22Month,0,5.47,2.73,167.82,0,0,2.73,2.73,0.55,10.39,11.48,9.29,0,51.39,6.01,3.83,13.67,14.76,1.64,15.31,12.57,0,1.64,127.37,0,5.47,2.73,8.2,21.32,0.55,1.09,0,7.11,1.09,1.09,0,1.64,0,18.59
